_excel_row_number,id,code,name_vi,name_en,category,chapter,is_active,display_order,created_at
5924,63c80b21-833b-40f2-8f28-d50c41e96933,I8000,Viêm và huyết khối viêm tĩnh mạch nông chi dưới không xác định,Phlebitis and thrombophlebitis of superficial vessels of unspecified lower extremity,I80,I,t,0,2026-03-24 09:08:38.055225+00
5925,3766edb7-8990-48af-965c-dcc63e2c927e,I8001,Viêm và huyết khối viêm tĩnh mạch nông chi dưới phải,Phlebitis and thrombophlebitis of superficial vessels of right lower extremity,I80,I,t,0,2026-03-24 09:08:38.055225+00
5926,9f962e90-bb77-4cf5-8123-9f44fecf6c9d,I8011,Viêm và huyết khối viêm tĩnh mạch đùi phải,Phlebitis and thrombophlebitis of right femoral vein,I80,I,t,0,2026-03-24 09:08:38.055225+00
5927,c7bb9ced-83cf-47a4-b158-8b402c17bf8a,J673,Bệnh phổi nhiễm vỏ quả bần,Suberosis,J67,J,t,0,2026-03-24 09:08:38.156498+00
5928,ad585fa8-c488-4db1-92af-bc81dd5bbe1b,M05141,Bệnh phổi dạng thấp khớp với viêm khớp dạng thấp bàn tay phải,Rheumatoid lung disease with rheumatoid arthritis of right hand,M05,M,t,0,2026-03-24 09:08:38.532811+00
5929,79c0f2fc-1c81-436b-a765-c5c67a80f07a,M05149,Bệnh phổi dạng thấp khớp với viêm khớp dạng thấp bàn tay không xác định,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand,M05,M,t,0,2026-03-24 09:08:38.532811+00
5930,d33a9976-3773-40c8-b814-8c7262fbc1f8,M05169,Bệnh phổi dạng thấp khớp với viêm khớp dạng thấp đầu gối không xác định,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,M05,M,t,0,2026-03-24 09:08:38.532811+00
5931,a5094ab7-e8d7-4cae-8e63-7f9ec3527d93,M05172,Bệnh phổi dạng thấp khớp với viêm khớp dạng thấp mắt cá chân và bàn chân trái,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot,M05,M,t,0,2026-03-24 09:08:38.532811+00
5932,de54115e-16b4-414c-a764-214ced3c5766,M05222,Viêm mạch dạng thấp khớp với viêm khớp dạng thấp khuỷu tay trái,Rheumatoid vasculitis with rheumatoid arthritis of left elbow,M05,M,t,0,2026-03-24 09:08:38.532811+00
5933,dd9037b4-6852-4e15-a8b6-146300e326eb,M05231,Viêm mạch dạng thấp khớp với viêm khớp dạng thấp cổ tay phải,Rheumatoid vasculitis with rheumatoid arthritis of right wrist,M05,M,t,0,2026-03-24 09:08:38.532811+00
5934,1f5eff19-d9ac-4dbb-817d-d80cd997da55,M05239,Viêm mạch dạng thấp khớp với viêm khớp dạng thấp cổ tay không xác định,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist,M05,M,t,0,2026-03-24 09:08:38.532811+00
5935,621078d6-ee74-4e82-b581-a65096b02450,M05259,Viêm mạch dạng thấp khớp với viêm khớp dạng thấp hông không xác định,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip,M05,M,t,0,2026-03-24 09:08:38.532811+00
5936,00c89afe-75f9-4ec2-bb3f-716e81865b1a,M05262,Viêm mạch dạng thấp khớp với viêm khớp dạng thấp đầu gối trái,Rheumatoid vasculitis with rheumatoid arthritis of left knee,M05,M,t,0,2026-03-24 09:08:38.532811+00
5937,2452ae08-6cd2-49b5-b682-f44b88c6548f,M05271,Viêm mạch dạng thấp khớp với viêm khớp dạng thấp mắt cá chân và bàn chân phải,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot,M05,M,t,0,2026-03-24 09:08:38.532811+00
5938,9d991065-2f77-4dd6-a46c-dd39fe557223,M05279,Viêm mạch dạng thấp khớp với viêm khớp dạng thấp mắt cá chân và bàn chân không xác định,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot,M05,M,t,0,2026-03-24 09:08:38.532811+00
5939,4bf44560-707e-4604-8e53-fe005f01049a,M05312,Bệnh tim dạng thấp khớp với viêm khớp dạng thấp khớp vai trái,Rheumatoid heart disease with rheumatoid arthritis of left shoulder,M05,M,t,0,2026-03-24 09:08:38.532811+00
5940,124768ac-c9fc-4eb2-a3ee-62781b36b5fd,M05321,Bệnh tim dạng thấp khớp với viêm khớp dạng thấp khuỷu tay phải,Rheumatoid heart disease with rheumatoid arthritis of right elbow,M05,M,t,0,2026-03-24 09:08:38.532811+00
5941,721536b8-ea0e-4461-9fda-c6933ebc16e4,M05329,Bệnh tim dạng thấp khớp với viêm khớp dạng thấp khuỷu tay không xác định,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow,M05,M,t,0,2026-03-24 09:08:38.532811+00
5942,31aea7ad-f5ed-4dec-b9f7-6557eebdd738,M05332,Bệnh tim dạng thấp khớp với viêm khớp dạng thấp cổ tay trái,Rheumatoid heart disease with rheumatoid arthritis of left wrist,M05,M,t,0,2026-03-24 09:08:38.532811+00
5943,9f0b7218-8947-4ee5-a04d-3ad575e44e1b,M05361,Bệnh tim dạng thấp khớp với viêm khớp dạng thấp đầu gối phải,Rheumatoid heart disease with rheumatoid arthritis of right knee,M05,M,t,0,2026-03-24 09:08:38.532811+00
5944,5639ad70-6745-426c-8741-aec8e93eb16b,M05369,Bệnh tim dạng thấp khớp với viêm khớp dạng thấp đầu gối không xác định,Rheumatoid heart disease with rheumatoid arthritis of unspecified knee,M05,M,t,0,2026-03-24 09:08:38.532811+00
5945,de2dd284-2113-4ea3-8914-92ea3273f634,M05372,Bệnh tim dạng thấp khớp với viêm khớp dạng thấp mắt cá chân và bàn chân trái,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot,M05,M,t,0,2026-03-24 09:08:38.532811+00
5946,8e10d595-b063-42a1-9e63-9a788761fd74,M05419,Bệnh cơ do thấp khớp với viêm khớp dạng thấp khớp vai không xác định,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder,M05,M,t,0,2026-03-24 09:08:38.532811+00
5947,2dab1c51-0c75-4879-a209-41b52304b6b2,M05422,Bệnh cơ do thấp khớp với viêm khớp dạng thấp khuỷu tay trái,Rheumatoid myopathy with rheumatoid arthritis of left elbow,M05,M,t,0,2026-03-24 09:08:38.532811+00
5948,e419cfd4-a3dd-4470-bd37-511c56d57d9b,M05451,Bệnh cơ dạng thấp kèm viêm khớp dạng thấp ở khớp hông phải,Rheumatoid myopathy with rheumatoid arthritis of right hip,M05,M,t,0,2026-03-24 09:08:38.532811+00
5949,3ae2e095-aa49-41e6-8843-14ee9203836c,M05459,Bệnh cơ dạng thấp kèm viêm khớp dạng thấp ở khớp hông không xác định,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip,M05,M,t,0,2026-03-24 09:08:38.532811+00
5950,6959747f-831d-4c61-94bf-81a2302e3d8d,M0550,Bệnh thần kinh đa dạng thấp kèm viêm khớp dạng thấp ở vị trí không xác định,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,M05,M,t,0,2026-03-24 09:08:38.532811+00
5951,77c7bb1a-d2e2-4c6c-aaf8-fd12974b8518,M05512,Bệnh thần kinh đa dạng thấp kèm viêm khớp dạng thấp ở vai trái,Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder,M05,M,t,0,2026-03-24 09:08:38.532811+00
5952,64727251-f4ff-447e-a6fd-43592b621a8a,M05549,Bệnh thần kinh đa dạng thấp kèm viêm khớp dạng thấp ở bàn tay không xác định,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand,M05,M,t,0,2026-03-24 09:08:38.532811+00
5953,6fd17776-c7c0-4c83-958d-ae3d1f06b861,M05569,Bệnh thần kinh đa dạng thấp kèm viêm khớp dạng thấp ở khớp gối không xác định,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee,M05,M,t,0,2026-03-24 09:08:38.532811+00
5954,fe63e03f-5ac3-4cdf-82c0-b6caed3f724f,M05572,Bệnh thần kinh đa dạng thấp kèm viêm khớp dạng thấp ở mắt cá và bàn chân trái,Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot,M05,M,t,0,2026-03-24 09:08:38.532811+00
5955,73afa908-7834-4c5d-99c4-045ab74bcf5d,M05639,Viêm khớp dạng thấp ở cổ tay không xác định kèm ảnh hưởng đến các cơ quan và hệ thống khác,Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems,M05,M,t,0,2026-03-24 09:08:38.532811+00
5956,9c9928fd-1b0d-4be1-85aa-9e3ac593ad5e,M05642,Viêm khớp dạng thấp ở bàn tay trái kèm ảnh hưởng đến các cơ quan và hệ thống khác,Rheumatoid arthritis of left hand with involvement of other organs and systems,M05,M,t,0,2026-03-24 09:08:38.532811+00
5957,68705302-ce00-4f7b-8bb8-46c30d760c73,M05651,Viêm khớp dạng thấp ở khớp hông phải kèm ảnh hưởng đến các cơ quan và hệ thống khác,Rheumatoid arthritis of right hip with involvement of other organs and systems,M05,M,t,0,2026-03-24 09:08:38.532811+00
5958,46ef9234-5cfb-459b-96e1-c2ba2adbca3f,M05749,Viêm khớp dạng thấp có yếu tố dạng thấp ở bàn tay không xác định mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5959,495458c6-d16c-4837-830a-17e7be1d473d,M05752,Viêm khớp dạng thấp có yếu tố dạng thấp ở khớp hông trái mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5960,522390e4-0a6c-45a4-bcb2-bf28d18b07dd,I7143,Phình động mạch chủ bụng dưới thận mà không vỡ,"Infrarenal abdominal aortic aneurysm, without rupture",I71,I,t,0,2026-03-24 09:08:37.965604+00
5961,36d0d2cf-c698-4652-8804-b0ce0dc20ba7,M05672,Viêm khớp dạng thấp ở mắt cá và bàn chân trái kèm ảnh hưởng đến các cơ quan và hệ thống khác,Rheumatoid arthritis of left ankle and foot with involvement of other organs and systems,M05,M,t,0,2026-03-24 09:08:38.532811+00
5962,ba6706f2-8fb8-4f68-aee1-d9d44aee14bc,M0569,Viêm khớp dạng thấp ở nhiều vị trí kèm ảnh hưởng đến các cơ quan và hệ thống khác,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,M05,M,t,0,2026-03-24 09:08:38.532811+00
5963,df5936a5-f800-4da0-a98a-159f846b13e7,M05711,Viêm khớp dạng thấp có yếu tố dạng thấp ở vai phải mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5964,81246896-5caf-44ee-b0a9-f93521812569,M05719,Viêm khớp dạng thấp có yếu tố dạng thấp ở vai không xác định mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5965,62ed07c6-6704-4df5-aac1-08aa584fddde,M05722,Viêm khớp dạng thấp có yếu tố dạng thấp ở khuỷu tay trái mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5966,fae2b39d-f6da-419c-ad0d-823ba0e1f10f,M05731,Viêm khớp dạng thấp có yếu tố dạng thấp ở cổ tay phải mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5967,81fa4340-6bc6-41cb-b0bb-ba2407002f1f,M05739,Viêm khớp dạng thấp có yếu tố dạng thấp ở cổ tay không xác định mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5968,d40622c6-b67a-4cb7-9309-d0ac959d80d7,M05779,"Viêm khớp dạng thấp có yếu tố dạng thấp, mắt cá và bàn chân không xác định, không kèm tổn thương các cơ quan hoặc hệ thống",Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5969,d1366fcf-01d4-426e-91be-bded3c45c532,M057A,"Viêm khớp dạng thấp có yếu tố dạng thấp, vị trí khác được chỉ định, không kèm tổn thương các cơ quan hoặc hệ thống",Rheumatoid arthritis with rheumatoid factor of other specified site without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5970,244b14ee-e14b-4eba-a591-82977747a022,M05819,"Viêm khớp dạng thấp có yếu tố dạng thấp khác, vai không xác định",Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder,M05,M,t,0,2026-03-24 09:08:38.532811+00
5971,7d872f98-5f7d-495c-88f1-61d6c361d3c4,M05842,"Viêm khớp dạng thấp có yếu tố dạng thấp khác, bàn tay trái",Other rheumatoid arthritis with rheumatoid factor of left hand,M05,M,t,0,2026-03-24 09:08:38.532811+00
5972,57e4d5ed-ffd9-4ded-808f-791a6ae4ad97,M05851,"Viêm khớp dạng thấp có yếu tố dạng thấp khác, hông phải",Other rheumatoid arthritis with rheumatoid factor of right hip,M05,M,t,0,2026-03-24 09:08:38.532811+00
5973,0dcecf64-fd4a-45f8-b5f3-e80609833add,M05871,"Viêm khớp dạng thấp có yếu tố dạng thấp khác, mắt cá và bàn chân phải",Other rheumatoid arthritis with rheumatoid factor of right ankle and foot,M05,M,t,0,2026-03-24 09:08:38.532811+00
5974,ee11c778-2c17-429d-abaf-8b2389e07a53,M05879,"Viêm khớp dạng thấp có yếu tố dạng thấp khác, mắt cá và bàn chân không xác định",Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot,M05,M,t,0,2026-03-24 09:08:38.532811+00
5975,d301e51f-d63f-4269-8f62-01f4d9721532,M06021,"Viêm khớp dạng thấp không có yếu tố dạng thấp, khuỷu tay phải","Rheumatoid arthritis without rheumatoid factor, right elbow",M06,M,t,0,2026-03-24 09:08:38.532811+00
5976,e29812cc-e66d-4346-8d29-bb88ece4fefd,M06029,"Viêm khớp dạng thấp không có yếu tố dạng thấp, khuỷu tay không xác định","Rheumatoid arthritis without rheumatoid factor, unspecified elbow",M06,M,t,0,2026-03-24 09:08:38.532811+00
5977,4261fc17-f6fe-42a2-a694-ccb56ec55d60,M06049,"Viêm khớp dạng thấp không có yếu tố dạng thấp, bàn tay không xác định","Rheumatoid arthritis without rheumatoid factor, unspecified hand",M06,M,t,0,2026-03-24 09:08:38.532811+00
5978,ebf0bb72-908d-43ef-9145-336f4712d721,M06052,"Viêm khớp dạng thấp không có yếu tố dạng thấp, hông trái","Rheumatoid arthritis without rheumatoid factor, left hip",M06,M,t,0,2026-03-24 09:08:38.532811+00
5979,3c059a0e-cdcc-4a11-913e-2db3d027b34e,M060A,"Viêm khớp dạng thấp không có yếu tố dạng thấp, vị trí khác được chỉ định","Rheumatoid arthritis without rheumatoid factor, other specified site",M06,M,t,0,2026-03-24 09:08:38.532811+00
5980,864d426a-e8f6-4e2c-8d27-3e728752b062,M06212,"Viêm bao hoạt dịch dạng thấp, vai trái","Rheumatoid bursitis, left shoulder",M06,M,t,0,2026-03-24 09:08:38.532811+00
5981,ac14ca12-5094-4a63-82c8-457509747511,M06221,"Viêm bao hoạt dịch dạng thấp, khuỷu tay phải","Rheumatoid bursitis, right elbow",M06,M,t,0,2026-03-24 09:08:38.532811+00
5982,7e1934d7-54d8-4b0b-8c5f-7ea5218be9b9,M06229,"Viêm bao hoạt dịch dạng thấp, khuỷu tay không xác định","Rheumatoid bursitis, unspecified elbow",M06,M,t,0,2026-03-24 09:08:38.532811+00
5983,fbb0ac7f-1d11-4b1a-bd57-9c77fd81c53e,M06249,"Viêm bao hoạt dịch dạng thấp, bàn tay không xác định","Rheumatoid bursitis, unspecified hand",M06,M,t,0,2026-03-24 09:08:38.532811+00
5984,73a40983-e427-4c7a-94cd-55a65944f2dd,M06269,"Viêm bao hoạt dịch dạng thấp, gối không xác định","Rheumatoid bursitis, unspecified knee",M06,M,t,0,2026-03-24 09:08:38.532811+00
5985,ec3c3287-a801-448d-8e8f-00938908c931,M06272,"Viêm bao hoạt dịch dạng thấp, mắt cá và bàn chân trái","Rheumatoid bursitis, left ankle and foot",M06,M,t,0,2026-03-24 09:08:38.532811+00
5986,7596181c-0edf-4291-9c86-139016a69d09,M06341,"Nang thấp khớp, bàn tay phải","Rheumatoid nodule, right hand",M06,M,t,0,2026-03-24 09:08:38.532811+00
5987,24cd6397-d446-4c70-bb97-31340e44c7dd,M06352,"Nang thấp khớp, hông trái","Rheumatoid nodule, left hip",M06,M,t,0,2026-03-24 09:08:38.532811+00
5988,245dd131-79f1-4e5f-9074-35fe0bc471cb,M06819,"Viêm khớp dạng thấp khác được chỉ định, vai không xác định","Other specified rheumatoid arthritis, unspecified shoulder",M06,M,t,0,2026-03-24 09:08:38.532811+00
5989,18c2a4f4-110a-4a79-983b-e97ba56a0950,M06851,"Viêm khớp dạng thấp khác được chỉ định, hông phải","Other specified rheumatoid arthritis, right hip",M06,M,t,0,2026-03-24 09:08:38.682659+00
5990,5156c283-80cc-44c7-903a-b1e825c6e0d8,M06859,"Viêm khớp dạng thấp khác được chỉ định, hông không xác định","Other specified rheumatoid arthritis, unspecified hip",M06,M,t,0,2026-03-24 09:08:38.682659+00
5991,5316ff19-f925-49bf-bfa0-a239513945b1,M0689,"Viêm khớp dạng thấp khác được chỉ định, nhiều vị trí","Other specified rheumatoid arthritis, multiple sites",M06,M,t,0,2026-03-24 09:08:38.682659+00
5992,4e673d99-613a-413d-9366-f418ee4b019d,M07619,"Bệnh khớp ruột, vai không xác định","Enteropathic arthropathies, unspecified shoulder",M07,M,t,0,2026-03-24 09:08:38.682659+00
5993,759cc3dd-1fde-4cb1-b49a-35fbb43af628,M07631,"Bệnh khớp ruột, cổ tay phải","Enteropathic arthropathies, right wrist",M07,M,t,0,2026-03-24 09:08:38.682659+00
5994,29a77cdc-296e-4886-8c5d-20122a79afe8,M07642,"Bệnh khớp ruột, bàn tay trái","Enteropathic arthropathies, left hand",M07,M,t,0,2026-03-24 09:08:38.682659+00
5995,9c4a7bd9-2f70-4e5b-aef4-d6faca6ed339,M07679,"Bệnh khớp ruột, cổ chân và bàn chân không xác định","Enteropathic arthropathies, unspecified ankle and foot",M07,M,t,0,2026-03-24 09:08:38.682659+00
5996,976210a6-54ac-4fc2-9d39-9776836ec3bb,M05761,Viêm khớp dạng thấp có yếu tố dạng thấp ở khớp gối phải mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5997,f6bbf8f3-5fa1-46f8-a475-0df047f38710,M05769,Viêm khớp dạng thấp có yếu tố dạng thấp ở khớp gối không xác định mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5998,c8d11025-ffad-45af-a77b-1edb7b88bd11,M05772,Viêm khớp dạng thấp có yếu tố dạng thấp ở mắt cá và bàn chân trái mà không có ảnh hưởng đến cơ quan hoặc hệ thống,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,M05,M,t,0,2026-03-24 09:08:38.532811+00
5999,7efc551a-7777-45ea-a70f-aa5632c4e53a,M05829,"Viêm khớp dạng thấp có yếu tố dạng thấp khác, khuỷu tay không xác định",Other rheumatoid arthritis with rheumatoid factor of unspecified elbow,M05,M,t,0,2026-03-24 09:08:38.532811+00
6000,e0edad78-e2de-45dd-8ec1-6e10836ec32c,M05832,"Viêm khớp dạng thấp có yếu tố dạng thấp khác, cổ tay trái",Other rheumatoid arthritis with rheumatoid factor of left wrist,M05,M,t,0,2026-03-24 09:08:38.532811+00
6001,5a7e9f40-56be-4a80-a648-997e852d2baa,M05861,"Viêm khớp dạng thấp có yếu tố dạng thấp khác, gối phải",Other rheumatoid arthritis with rheumatoid factor of right knee,M05,M,t,0,2026-03-24 09:08:38.532811+00
6002,833a8d29-0071-47a1-8425-8e77c12a1318,M059,"Viêm khớp dạng thấp có yếu tố dạng thấp, không xác định","Rheumatoid arthritis with rheumatoid factor, unspecified",M05,M,t,0,2026-03-24 09:08:38.532811+00
6003,91ace2f8-a466-4911-ab48-d075d6016f8f,M06011,"Viêm khớp dạng thấp không có yếu tố dạng thấp, vai phải","Rheumatoid arthritis without rheumatoid factor, right shoulder",M06,M,t,0,2026-03-24 09:08:38.532811+00
6004,aeebc557-2290-40b7-bd83-f7f427a81e70,M06039,"Viêm khớp dạng thấp không có yếu tố dạng thấp, cổ tay không xác định","Rheumatoid arthritis without rheumatoid factor, unspecified wrist",M06,M,t,0,2026-03-24 09:08:38.532811+00
6005,4486ce7d-efa5-4247-98a0-be1951eb4a74,M06062,"Viêm khớp dạng thấp không có yếu tố dạng thấp, gối trái","Rheumatoid arthritis without rheumatoid factor, left knee",M06,M,t,0,2026-03-24 09:08:38.532811+00
6006,21d61b5e-f9db-425b-b0c8-500d0a1cb512,M06071,"Viêm khớp dạng thấp không có yếu tố dạng thấp, mắt cá và bàn chân phải","Rheumatoid arthritis without rheumatoid factor, right ankle and foot",M06,M,t,0,2026-03-24 09:08:38.532811+00
6007,64ec7a4f-eae4-455c-b8f4-c1d708b15add,M06079,"Viêm khớp dạng thấp không có yếu tố dạng thấp, mắt cá và bàn chân không xác định","Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot",M06,M,t,0,2026-03-24 09:08:38.532811+00
6008,5b04f4fa-7dcc-4719-b45c-ddf7d17aaab7,M06239,"Viêm bao hoạt dịch dạng thấp, cổ tay không xác định","Rheumatoid bursitis, unspecified wrist",M06,M,t,0,2026-03-24 09:08:38.532811+00
6009,6112ae80-373c-46e2-96d0-e7d8cc2c327c,M06259,"Viêm bao hoạt dịch dạng thấp, hông không xác định","Rheumatoid bursitis, unspecified hip",M06,M,t,0,2026-03-24 09:08:38.532811+00
6010,0a0c9049-77b7-4e55-ba52-de6f2e8d22ab,M0629,"Viêm bao hoạt dịch dạng thấp, nhiều vị trí","Rheumatoid bursitis, multiple sites",M06,M,t,0,2026-03-24 09:08:38.532811+00
6011,4a73cd60-d536-44c0-a9b4-7c4b6dd560f7,M06319,"Nang thấp khớp, vai không xác định","Rheumatoid nodule, unspecified shoulder",M06,M,t,0,2026-03-24 09:08:38.532811+00
6012,6d9a16e0-5919-45d9-8827-da8faad53a2b,M06331,"Nang thấp khớp, cổ tay phải","Rheumatoid nodule, right wrist",M06,M,t,0,2026-03-24 09:08:38.532811+00
6013,4869493f-c5f3-4269-9f07-08bdc1d84acc,M06362,"Nang thấp khớp, gối trái","Rheumatoid nodule, left knee",M06,M,t,0,2026-03-24 09:08:38.532811+00
6014,1314f249-7db1-4ce1-9532-1b2d08523e69,M06371,"Nang thấp khớp, cổ chân và bàn chân phải","Rheumatoid nodule, right ankle and foot",M06,M,t,0,2026-03-24 09:08:38.532811+00
6015,2a395312-056d-4d74-9d43-0f9b3207b54a,M0639,"Nang thấp khớp, nhiều vị trí","Rheumatoid nodule, multiple sites",M06,M,t,0,2026-03-24 09:08:38.532811+00
6016,93792b2b-b393-4930-b227-79b824e3c597,M0680,"Viêm khớp dạng thấp khác được chỉ định, vị trí không xác định","Other specified rheumatoid arthritis, unspecified site",M06,M,t,0,2026-03-24 09:08:38.532811+00
6017,dcf43d01-a278-4c98-9277-7060a3987436,M06832,"Viêm khớp dạng thấp khác được chỉ định, cổ tay trái","Other specified rheumatoid arthritis, left wrist",M06,M,t,0,2026-03-24 09:08:38.682659+00
6018,6969a7b1-7510-4961-af81-405a95239b23,M06841,"Viêm khớp dạng thấp khác được chỉ định, bàn tay phải","Other specified rheumatoid arthritis, right hand",M06,M,t,0,2026-03-24 09:08:38.682659+00
6019,97468624-e72e-4515-b8af-6b61eafb5bd5,M06869,"Viêm khớp dạng thấp khác được chỉ định, gối không xác định","Other specified rheumatoid arthritis, unspecified knee",M06,M,t,0,2026-03-24 09:08:38.682659+00
6020,f48b02b1-ffd8-4fc6-b894-d746dda55d86,M06872,"Viêm khớp dạng thấp khác được chỉ định, cổ chân và bàn chân trái","Other specified rheumatoid arthritis, left ankle and foot",M06,M,t,0,2026-03-24 09:08:38.682659+00
6021,6c63f7b3-66a3-4c60-94c9-35097e8950c2,M0760,"Bệnh khớp ruột, vị trí không xác định","Enteropathic arthropathies, unspecified site",M07,M,t,0,2026-03-24 09:08:38.682659+00
6022,c2bca78f-26a4-4831-a4bd-371a889dead5,M07652,"Bệnh khớp ruột, hông trái","Enteropathic arthropathies, left hip",M07,M,t,0,2026-03-24 09:08:38.682659+00
6023,a2ba4dd1-33b7-453b-b3ce-2b0b1da2862f,M07669,"Bệnh khớp ruột, gối không xác định","Enteropathic arthropathies, unspecified knee",M07,M,t,0,2026-03-24 09:08:38.682659+00
6024,0df68160-d123-45e9-81fe-d2d16d5231f6,M0800,"Viêm khớp dạng thấp thiếu niên không đặc hiệu, vị trí không xác định",Unspecified juvenile rheumatoid arthritis of unspecified site,M08,M,t,0,2026-03-24 09:08:38.682659+00
6025,f199caef-125c-43ab-a28e-d23bb8fa8161,M08029,"Viêm khớp dạng thấp thiếu niên không đặc hiệu, khuỷu tay không xác định","Unspecified juvenile rheumatoid arthritis, unspecified elbow",M08,M,t,0,2026-03-24 09:08:38.682659+00
6026,310409dc-ffd0-4e50-b616-9a9b8d7dfe37,M08061,"Viêm khớp dạng thấp thiếu niên không đặc hiệu, khớp gối phải","Unspecified juvenile rheumatoid arthritis, right knee",M08,M,t,0,2026-03-24 09:08:38.682659+00
6027,8dbe35c3-77d3-44c4-8c58-313bfbb17ea5,M08069,"Viêm khớp dạng thấp thiếu niên không đặc hiệu, khớp gối không đặc hiệu","Unspecified juvenile rheumatoid arthritis, unspecified knee",M08,M,t,0,2026-03-24 09:08:38.682659+00
6028,83bbfbeb-9532-4b74-98df-867ac42b5ad2,M08072,"Viêm khớp dạng thấp thiếu niên không đặc hiệu, cổ chân và bàn chân trái","Unspecified juvenile rheumatoid arthritis, left ankle and foot",M08,M,t,0,2026-03-24 09:08:38.682659+00
6029,15c9dd75-fb71-44f3-be6a-a7a618f50e1a,M0820,"Viêm khớp dạng thấp thiếu niên khởi phát toàn thân, vị trí không đặc hiệu","Juvenile rheumatoid arthritis with systemic onset, unspecified site",M08,M,t,0,2026-03-24 09:08:38.682659+00
6030,bca3f911-fa4d-4f64-9006-a7e77ec8990b,M08212,"Viêm khớp dạng thấp thiếu niên khởi phát toàn thân, vai trái","Juvenile rheumatoid arthritis with systemic onset, left shoulder",M08,M,t,0,2026-03-24 09:08:38.682659+00
6031,0ca0a483-5b24-4bea-b373-0ce8af1d859f,M08249,"Viêm khớp dạng thấp thiếu niên khởi phát toàn thân, bàn tay không đặc hiệu","Juvenile rheumatoid arthritis with systemic onset, unspecified hand",M08,M,t,0,2026-03-24 09:08:38.682659+00
6032,33ebee96-9a72-4c57-8cda-3b8beca5f979,M082A,"Viêm khớp dạng thấp thiếu niên khởi phát toàn thân, vị trí khác được chỉ định","Juvenile rheumatoid arthritis with systemic onset, other specified site",M08,M,t,0,2026-03-24 09:08:38.682659+00
6033,27bf3dd1-1676-44ce-96e4-0ce4d33e5b39,J674,Phổi của người làm mạch nha,Maltworker's lung,J67,J,t,0,2026-03-24 09:08:38.156498+00
