_excel_row_number,id,translation_key,language_code,value,created_at,updated_at,created_by,updated_by
224,7af47a7f-a029-415c-a799-b28fbb1a062a,admin.clinic.common.addNew,km,បន្ថែមថ្មី,2026-01-30 09:31:34.445577+00,2026-01-30 09:31:56.876206+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
225,698a259e-bac7-4870-82cd-bdce14b0dc5b,admin.clinic.common.addNew,en,Add New,2026-01-30 09:31:34.435439+00,2026-01-30 09:31:56.87661+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
226,04c25a52-b7ec-47f0-b9d0-b55e1cb8728d,admin.clinic.common.addNew,vi,Thêm mới,2026-01-30 09:31:34.449502+00,2026-01-30 09:31:56.8744+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
227,8c621167-0de9-4a7c-9fcf-8681f0dd9d1c,admin.clinic.common.saving,vi,Đang lưu...,2026-01-30 09:32:04.321047+00,2026-01-30 09:32:04.321047+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
228,419e7fc3-6e5f-43d5-ae49-35e9e0fdc3cb,admin.clinic.common.saving,en,Saving...,2026-01-30 09:32:04.313212+00,2026-01-30 09:32:04.313212+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
229,73307fd1-3f14-4533-80ec-0648124ddbcb,admin.clinic.common.saving,km,កំពុងរក្សាទុក,2026-01-30 09:32:04.321833+00,2026-01-30 09:32:04.321833+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
230,a02baa04-8625-4479-ab42-123ad463c9a4,admin.clinic.common.update,vi,Cập nhật,2026-01-30 09:32:20.16278+00,2026-01-30 09:32:20.16278+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
231,8534f0f9-489d-45b3-83dc-fc9f3ffc604c,admin.clinic.common.update,km,ធ្វើបច្ចុប្បន្នភាព,2026-01-30 09:32:20.183908+00,2026-01-30 09:32:20.183908+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
232,74718426-2bb2-4f36-9042-4930da8953d8,admin.clinic.common.update,en,Update,2026-01-30 09:32:20.183858+00,2026-01-30 09:32:20.183858+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
233,110d5ed4-a4e2-4117-9164-b7378ae14e24,admin.clinic.fee.code,en,Code,2026-01-30 09:32:52.628254+00,2026-01-30 09:32:52.628254+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
234,c263c7a2-97dc-46d4-95b9-345e08ce2d5e,admin.clinic.fee.code,vi,Mã,2026-01-30 09:32:52.638869+00,2026-01-30 09:32:52.638869+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
235,57982b03-225f-4717-bfaa-a4b42b0ee9c7,admin.clinic.fee.code,km,កូដ,2026-01-30 09:32:52.659801+00,2026-01-30 09:32:52.659801+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
236,8c0ae21c-43c4-4e16-a896-cbebaf605acd,admin.clinic.fee.create,vi,Tạo tiền công khám,2026-01-30 09:33:07.041481+00,2026-01-30 09:33:07.041481+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
237,cb2edce0-cf27-459c-8ff5-586f4468ee2a,admin.clinic.fee.create,en,Create Fee,2026-01-30 09:33:07.032997+00,2026-01-30 09:33:07.032997+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
238,12adf29e-348a-4927-8711-3ef788e44a39,admin.clinic.fee.create,km,បង្កើតថ្លៃសេវា,2026-01-30 09:33:07.051365+00,2026-01-30 09:33:07.051365+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
239,a9f30eac-7b9b-4655-bdb0-ad5fb8f9fc88,admin.clinic.fee.baseFee,vi,Tiền công,2026-01-30 09:32:38.147502+00,2026-01-30 09:33:19.065092+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
240,782b66c1-709d-4401-9e23-7c2c5554d2e8,admin.clinic.fee.baseFee,en,Base Fee,2026-01-30 09:32:38.135624+00,2026-01-30 09:33:19.067158+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
241,4d2466df-e46c-455c-85d0-9c6fad1f850b,admin.clinic.fee.baseFee,km,ថ្លៃដើម,2026-01-30 09:32:38.121375+00,2026-01-30 09:33:19.067856+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
242,c8c25a9f-035c-4c2b-9d71-dcb46f3e4563,admin.clinic.fee.currency,en,VND,2026-01-30 09:33:58.512258+00,2026-01-30 09:33:58.512258+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
243,2125fb08-8515-4e3f-8899-ccc023888bfa,admin.clinic.fee.currency,vi,VND,2026-01-30 09:33:58.518557+00,2026-01-30 09:33:58.518557+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
244,14d6a17b-6955-47f8-b24a-e31bead3423b,admin.clinic.fee.currency,km,រូបិយប័ណ្ណ វៀតណាម,2026-01-30 09:33:58.543552+00,2026-01-30 09:33:58.543552+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
245,ebf6ab92-fd4c-4bd5-a25f-6b535281063a,admin.clinic.fee.edit,en,Edit Fee,2026-01-30 09:34:18.474961+00,2026-01-30 09:34:18.474961+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
246,ab547014-a430-4755-84d7-6fec17e7cc2e,admin.clinic.fee.edit,vi,Chỉnh sửa tiền công khám,2026-01-30 09:34:18.48698+00,2026-01-30 09:34:18.48698+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
247,72504613-0cb6-400a-94dd-caac55a0abcb,admin.clinic.fee.edit,km,ថ្លៃកែសម្រួល,2026-01-30 09:34:18.489634+00,2026-01-30 09:34:18.489634+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
248,89cfb150-4dc7-4b48-998b-46157e0f46ba,admin.clinic.fee.examType,vi,Chuyên khám,2026-01-30 09:34:33.987662+00,2026-01-30 09:34:33.987662+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
249,752c03f8-46c7-45aa-8412-be9455a71cec,admin.clinic.fee.examType,en,Examination Type,2026-01-30 09:34:33.993671+00,2026-01-30 09:34:33.993671+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
250,e0dc06ff-3782-4065-bef4-12403f316598,admin.clinic.fee.examType,km,ប្រភេទប្រឡង,2026-01-30 09:34:34.009739+00,2026-01-30 09:34:34.009739+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
251,fe9ebab1-b3b2-4849-bab1-63cc9679fb83,admin.clinic.fee.insuranceFee,en,Insurance Fee,2026-01-30 09:34:52.016265+00,2026-01-30 09:34:52.016265+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
252,a91e7de8-8652-470c-9645-c8115c969146,admin.clinic.fee.insuranceFee,vi,Phí BHYT,2026-01-30 09:34:52.02617+00,2026-01-30 09:34:52.02617+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
253,6114d197-0217-4df4-8bcc-f4a8ec4995d6,admin.clinic.fee.insuranceFee,km,Insurance Fee,2026-01-30 09:34:52.025955+00,2026-01-30 09:34:52.025955+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
254,0564e92d-60b4-4fe0-84b2-971ecdebb01e,admin.clinic.fee.noExamTypes,vi,Chưa có chuyên khám nào.,2026-01-30 09:35:03.522633+00,2026-01-30 09:35:03.522633+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
255,ca247a0d-c286-434c-9a93-a12e4204baf4,admin.clinic.fee.noExamTypes,en,No examination types yet.,2026-01-30 09:35:03.525007+00,2026-01-30 09:35:03.525007+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
256,45b985c1-554d-4304-ae75-22ccb917aa38,admin.clinic.fee.noExamTypes,km,មិនទាន់មានប្រភេទប្រឡងនៅឡើយទេ។,2026-01-30 09:35:03.536853+00,2026-01-30 09:35:03.536853+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
257,ea615630-d0ba-4c82-ad6d-692e4289457e,admin.clinic.general.appointment.requirePhoneVerification,vi,Yêu cầu xác minh số điện thoại,2026-01-30 09:35:05.73361+00,2026-01-30 09:35:05.73361+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
258,d51414e7-a38e-47d5-b5ca-a254038ccb8d,admin.clinic.general.appointment.requirePhoneVerification,en,Require Phone Verification,2026-01-30 09:35:06.131048+00,2026-01-30 09:35:06.131048+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
259,99099b07-1708-4e98-93cf-3161d5ef5194,admin.clinic.general.appointment.requirePhoneVerification,km,ទាមទារការផ្ទៀងផ្ទាត់តាមទូរស័ព្ទ,2026-01-30 09:35:06.162139+00,2026-01-30 09:35:06.162139+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
260,e8c9c6c9-c67e-4ace-910e-f44c86d8c76e,admin.clinic.fee.noExamTypesHint,km,"សូមបន្ថែមប្រភេទប្រឡងក្នុងផ្ទាំង ""ប្រភេទប្រឡង"" មុនពេលកំណត់ថ្លៃសេវា",2026-01-30 09:35:55.15703+00,2026-01-30 09:35:55.15703+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
261,cd347534-eb46-49c3-b4c1-5cecad31829d,admin.clinic.fee.noExamTypesHint,en,"Please add examination types in the ""Examination Types"" tab before configuring fees.",2026-01-30 09:35:55.160959+00,2026-01-30 09:35:55.160959+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
262,2765b526-7b20-4b6d-80ff-896416c9de08,admin.clinic.fee.noExamTypesHint,vi,"Vui lòng thêm chuyên khám trong tab ""Chuyên khám"" trước khi cấu hình tiền công khám.",2026-01-30 09:35:55.175488+00,2026-01-30 09:35:55.175488+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
263,7636dd92-451f-4c48-af24-d03cc0c69eaa,admin.clinic.fee.noResults,en,No matching examination types found.,2026-01-30 09:36:22.608557+00,2026-01-30 09:36:22.608557+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
264,e48513ca-26c4-4030-8c01-5a49f391da94,admin.clinic.fee.noResults,vi,Không tìm thấy chuyên khám phù hợp.,2026-01-30 09:36:22.610551+00,2026-01-30 09:36:22.610551+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
265,02ea8c99-8bc2-4d4f-814f-b35be14927f6,admin.clinic.fee.noResults,km,រកមិនឃើញប្រភេទប្រឡងដែលត្រូវគ្នាទេ,2026-01-30 09:36:22.624503+00,2026-01-30 09:36:22.624503+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
266,474e9fb3-d91b-4af4-834e-0116a372c3a1,admin.clinic.fee.notConfigured,km,មិន​បាន​កំណត់​រចនាសម្ព័ន្ធ,2026-01-30 09:36:44.049444+00,2026-01-30 09:36:44.049444+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
267,46c59de6-50b8-4841-b606-ec2a2d2b941a,admin.clinic.fee.notConfigured,en,Not Configured,2026-01-30 09:36:44.053592+00,2026-01-30 09:36:44.053592+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
268,56ef6759-cec4-4f2b-bf59-d034b8bacb25,admin.clinic.fee.notConfigured,vi,Chưa cấu hình,2026-01-30 09:36:44.052652+00,2026-01-30 09:36:44.052652+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
269,c8ac68ed-408f-46c2-9887-c37aa6ae13de,admin.clinic.general.appointment.maxAdvanceDays,en,Max Advance Booking Days,2026-01-30 09:36:54.922665+00,2026-01-30 09:37:35.189118+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
270,b898d245-dfbf-40ae-8abb-0bcbdc0a89ad,admin.clinic.general.appointment.maxAdvanceDays,km,ចំនួនថ្ងៃអតិបរមាសម្រាប់កក់ជាមុន,2026-01-30 09:36:54.92327+00,2026-01-30 09:37:35.194195+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
271,288f0bf7-7509-4ca9-a75c-41b20e1deb20,admin.clinic.fee.searchPlaceholder,vi,Tìm kiếm chuyên khám...,2026-01-30 09:37:03.037906+00,2026-01-30 09:37:03.037906+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
272,44efbe2e-7fe1-4b7a-ac23-69c642bdd9f1,admin.clinic.fee.searchPlaceholder,en,Search examination type...,2026-01-30 09:37:03.03759+00,2026-01-30 09:37:03.03759+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
273,08f0c50e-ef6f-46ba-99e8-074ab5623c56,admin.clinic.fee.searchPlaceholder,km,ប្រភេទនៃការពិនិត្យ...,2026-01-30 09:37:03.046255+00,2026-01-30 09:37:03.046255+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
274,79acf958-6fd1-486e-bc7b-cb9d23f903b6,admin.clinic.fee.specialty,vi,Chuyên khoa,2026-01-30 09:37:27.791645+00,2026-01-30 09:37:27.791645+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
275,1831e732-d8ee-480b-88e5-f12d845733ee,admin.clinic.fee.specialty,en,Specialty,2026-01-30 09:37:27.79875+00,2026-01-30 09:37:27.79875+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
276,acfe8d97-5661-46a5-815f-b36420fb719d,admin.clinic.fee.specialty,km,ឯកទេស,2026-01-30 09:37:27.806162+00,2026-01-30 09:37:27.806162+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
277,dc47a666-7dc4-4add-867b-822ab6e78eb8,admin.clinic.general.appointment.maxAdvanceDays,vi,Số ngày đặt trước tối đa,2026-01-30 09:36:54.927419+00,2026-01-30 09:37:35.181079+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
278,1b650f15-ed15-449b-a368-3decc26f6982,admin.clinic.fee.total,vi,Tổng cộng,2026-01-30 09:38:38.190501+00,2026-01-30 09:38:38.190501+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
279,664df3d7-2ca1-48ad-9545-1e70a99c29cf,admin.clinic.fee.total,en,Total,2026-01-30 09:38:38.201892+00,2026-01-30 09:38:38.201892+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
280,124ec141-f195-4529-9d3e-c5f7c84f5191,admin.clinic.fee.total,km,សរុប,2026-01-30 09:38:38.205419+00,2026-01-30 09:38:38.205419+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
281,32af23e7-cc46-459a-9984-4e4c23d31463,admin.clinic.general.appointment.description,en,Configure default parameters for appointment booking.,2026-01-30 09:38:41.567545+00,2026-01-30 09:38:41.567545+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
282,54d3720c-ed90-47cf-8437-ab42185f792d,admin.clinic.general.appointment.description,vi,Cấu hình các thông số mặc định cho việc đặt lịch hẹn.,2026-01-30 09:38:41.567352+00,2026-01-30 09:38:41.567352+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
283,d57a42ff-4946-4c81-a16a-29929fd4d777,admin.clinic.general.appointment.description,km,កំណត់រចនាសម្ព័ន្ធប៉ារ៉ាម៉ែត្រលំនាំដើមសម្រាប់ការកក់ការណាត់ជួប,2026-01-30 09:38:41.571354+00,2026-01-30 09:38:41.571354+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
284,527c2c9a-0061-4475-bcc5-247282a0d6f2,admin.clinic.general.appointment.autoCancelMinutes,vi,Tự động hủy sau (phút),2026-01-30 09:39:00.951698+00,2026-01-30 09:39:00.951698+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
285,dd760df7-5d60-4ea8-af64-ad82f98ccf31,admin.clinic.general.appointment.autoCancelMinutes,km,បោះបង់ដោយស្វ័យប្រវត្តិបន្ទាប់ពី (នាទី),2026-01-30 09:39:00.956423+00,2026-01-30 09:39:00.956423+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
286,ccda3c95-aaf9-4e39-a7d5-0a09de2d8119,admin.clinic.general.appointment.autoCancelMinutes,en,Auto Cancel After (minutes),2026-01-30 09:39:00.958084+00,2026-01-30 09:39:00.958084+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
287,6bcad0cc-1fef-46b4-9660-cb7c2a343274,admin.clinic.fee.updateError,en,Unable to update examination fee.,2026-01-30 09:39:25.932192+00,2026-01-30 09:39:25.932192+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
288,c8521935-d1dd-4e1b-b562-acafad9a0324,admin.clinic.fee.updateError,vi,Không thể cập nhật tiền công khám.,2026-01-30 09:39:25.930171+00,2026-01-30 09:39:25.930171+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
289,128aa2a7-0cc9-48ae-83e1-720fb2aab3f3,admin.clinic.fee.updateError,km,មិនអាចធ្វើបច្ចុប្បន្នភាពថ្លៃសាកល្បងបានទេ,2026-01-30 09:39:25.950874+00,2026-01-30 09:39:25.950874+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
290,8ca3fb4f-7c94-4b1d-9ad7-b04566915bef,admin.clinic.general.appointment.allowOnlineBookingDesc,en,Patients can book appointments through website/app.,2026-01-30 09:39:39.682806+00,2026-01-30 09:39:39.682806+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
291,ef276f70-37ef-45cf-b77c-7ecf261699a2,admin.clinic.general.appointment.allowOnlineBookingDesc,km,អ្នកជំងឺអាចកក់ការណាត់ជួបតាមរយៈគេហទំព័រ/កម្មវិធី,2026-01-30 09:39:39.687895+00,2026-01-30 09:39:39.687895+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
292,24dbf78d-f653-48f3-8161-9a4c2de817c7,admin.clinic.general.appointment.allowOnlineBookingDesc,vi,Bệnh nhân có thể tự đặt lịch qua trang web/app.,2026-01-30 09:39:39.691541+00,2026-01-30 09:39:39.691541+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
293,d0986b9e-80b7-4171-81ee-d3b62b981d3c,admin.clinic.general.appointment.allowOnlineBooking,en,Allow Online Booking,2026-01-30 09:40:04.010874+00,2026-01-30 09:40:04.010874+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
294,e5338c64-f164-44d1-9576-c1fd56613f19,admin.clinic.general.appointment.allowOnlineBooking,vi,Cho phép đặt lịch trực tuyến,2026-01-30 09:40:04.020484+00,2026-01-30 09:40:04.020484+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
295,60a27ac7-477a-46b4-9a7e-280b351c6cad,admin.clinic.general.appointment.allowOnlineBooking,km,អនុញ្ញាតឱ្យកក់តាមអ៊ីនធឺណិត,2026-01-30 09:40:04.021466+00,2026-01-30 09:40:04.021466+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
296,9328cb34-a923-481d-87e2-75867c59bc50,admin.clinic.fee.title,km,ថ្លៃពិនិត្យវេជ្ជសាស្រ្ត,2026-01-30 09:41:24.411207+00,2026-01-30 09:41:24.411207+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
297,fbc6c1cc-d641-4a81-9a8b-1d031c58aef0,admin.clinic.fee.title,vi,Tiền công khám,2026-01-30 09:41:24.421281+00,2026-01-30 09:41:24.421281+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
298,bd1f6b3b-d0ee-47e6-99de-a396588f5625,admin.clinic.fee.title,en,Examination Fees,2026-01-30 09:41:24.423862+00,2026-01-30 09:41:24.423862+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
299,c70e4854-600e-4ccf-8540-043410aa6d63,admin.clinic.fee.updateSuccess,vi,Đã cập nhật tiền công khám.,2026-01-30 09:40:04.267154+00,2026-01-30 09:42:07.63324+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
300,58ca08d1-518e-40b4-9713-13f40d27d7c3,admin.clinic.fee.updateSuccess,en,Examination fee updated successfully.,2026-01-30 09:40:04.275468+00,2026-01-30 09:42:07.646406+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
301,add6c772-26e0-4b92-b636-674278ed6312,admin.clinic.fee.updateSuccess,km,កម្រៃពិនិត្យត្រូវបានធ្វើបច្ចុប្បន្នភាពដោយជោគជ័យ,2026-01-30 09:40:04.279359+00,2026-01-30 09:42:07.647229+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
302,7c6ac82b-8a20-4e71-9dd5-1b7628bc3c5b,common.website,vi,Website,2026-01-31 03:10:06.058505+00,2026-01-31 03:10:26.548597+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
303,43635414-1fc4-4842-8ed9-cfb67a5c061a,common.website,en,Website,2026-01-31 03:10:06.458616+00,2026-01-31 03:10:26.553678+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
304,c75d58b1-7f5e-41d7-a4df-96facb0d0031,common.website,km,គេហទំព័រ,2026-01-31 03:10:06.065579+00,2026-01-31 03:10:26.561427+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
305,80fedd1c-c43e-45ad-9622-180e082d3d91,common.tempPassword,en,Temporary Password,2026-01-31 03:11:04.518471+00,2026-01-31 03:11:04.518471+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
306,8deaa88e-d0ce-40fa-9239-063db9fa3558,common.tempPassword,vi,Mật khẩu tạm,2026-01-31 03:11:04.518818+00,2026-01-31 03:11:04.518818+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
307,8f19878f-fb41-4067-919f-14d93de93886,common.tempPassword,km,ពាក្យសម្ងាត់បណ្តោះអាសន្ន,2026-01-31 03:11:04.524887+00,2026-01-31 03:11:04.524887+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
308,3063ea28-ad11-4e2f-be3c-5b1b0aed8227,common.success,km,ជោគជ័យ,2026-01-31 03:12:55.720006+00,2026-01-31 03:12:55.720006+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
309,23b9c5ae-b417-42b1-894f-9534f6d58396,common.success,en,Success,2026-01-31 03:12:55.720292+00,2026-01-31 03:12:55.720292+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
310,28fd1b80-5555-4c3f-987c-08ea85a909f3,common.success,vi,Thành công,2026-01-31 03:12:55.720798+00,2026-01-31 03:12:55.720798+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
311,b760abbe-8e81-431d-ab93-0bd7d47156c9,common.shortNamePlaceholder,km,ឧ. សហគ្រាសសុខភាព ABC,2026-01-31 03:13:31.811267+00,2026-01-31 03:13:31.811267+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
312,61e95bc5-716b-42b3-a185-b492a328ff43,common.shortNamePlaceholder,en,"e.g., ABC Healthcare",2026-01-31 03:13:31.817877+00,2026-01-31 03:13:31.817877+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
313,5bd7f127-0523-4a2d-bdef-f9909e483647,common.shortNamePlaceholder,vi,VD: ABC Healthcare,2026-01-31 03:13:31.815955+00,2026-01-31 03:13:31.815955+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
314,3e8005d7-702e-4673-a2be-cfdc00654913,common.shortName,vi,Tên viết tắt,2026-01-31 03:13:55.894662+00,2026-01-31 03:13:55.894662+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
315,3977a9a4-01d5-456c-91b2-b55473cef360,common.shortName,en,Short Name,2026-01-31 03:13:55.900128+00,2026-01-31 03:13:55.900128+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
316,7adf2d71-09e3-4bf4-8aca-025fee4bee2d,common.shortName,km,ឈ្មោះខ្លី,2026-01-31 03:13:55.900805+00,2026-01-31 03:13:55.900805+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
317,87fcb98a-fc7d-458f-acab-d3f33eed6571,common.sharePatientIndexDesc,vi,Cho phép chia sẻ bệnh nhân giữa các phòng khám trong cùng đơn vị,2026-01-31 03:14:43.284349+00,2026-01-31 03:14:43.284349+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
318,86d01919-0e4b-4858-94ce-187c7d67de73,common.sharePatientIndexDesc,en,Allow sharing patients between clinics in the same organization,2026-01-31 03:14:43.291459+00,2026-01-31 03:14:43.291459+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
319,179310be-c53c-4616-818b-f8d14404421c,common.sharePatientIndexDesc,km,អនុញ្ញាតឱ្យចែករំលែកអ្នកជំងឺរវាងមន្ទីរពិគ្រោះក្នុងអង្គការដូចគ្នា,2026-01-31 03:14:43.29758+00,2026-01-31 03:14:43.29758+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
320,184d7ef7-dc2d-4a09-8806-dfb8dd77e5a9,common.sharePatientIndex,vi,Chia sẻ hồ sơ bệnh nhân,2026-01-31 03:15:40.780183+00,2026-01-31 03:15:40.780183+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
321,5cef7b47-e6eb-4fd5-951d-4f5645163d62,common.sharePatientIndex,en,Share Patient Index,2026-01-31 03:15:40.786884+00,2026-01-31 03:15:40.786884+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
322,58e26673-4d31-4c5e-8470-b7c29532bd53,common.sharePatientIndex,km,ចែករំលែកសន្ទស្សន៍ របស់អ្នកជម្ងឺ,2026-01-31 03:15:40.792943+00,2026-01-31 03:15:40.792943+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
323,576eba42-e975-4d79-a0b6-92ed2c250461,common.selectStatus,vi,Chọn trạng thái,2026-01-31 03:16:07.326002+00,2026-01-31 03:16:07.326002+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
324,a26f9267-3c65-4b08-a861-cd51fa1f5c39,common.selectStatus,en,Select status,2026-01-31 03:16:07.326718+00,2026-01-31 03:16:07.326718+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
325,65e05c38-9a0b-4a36-94ad-4bfef5a05182,common.selectStatus,km,ជ្រើសរើសស្ថានភាព,2026-01-31 03:16:07.343107+00,2026-01-31 03:16:07.343107+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
326,39438c99-ff99-434d-9649-d96ce12b8693,common.selectProvince,vi,Chọn tỉnh/thành phố,2026-01-31 03:16:34.743419+00,2026-01-31 03:16:34.743419+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
327,97e7d958-a0da-4f61-bc07-74aee6c22a17,common.addressPlaceholder,vi,Nhập địa chỉ,2026-01-31 03:17:22.436223+00,2026-01-31 03:17:22.436223+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
328,f4221a85-fdae-4d28-b8db-cdd28225761d,common.addressPlaceholder,en,Enter address,2026-01-31 03:17:22.437371+00,2026-01-31 03:17:22.437371+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
329,893bb5c0-7516-43b7-a5aa-d10bfc39cad1,common.adminEmail,vi,Email Admin,2026-01-31 03:17:57.511839+00,2026-01-31 03:17:57.511839+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
330,aba1d3c0-0afc-4658-8fb5-78c1cd43f21d,common.adminEmail,km,អ៊ីមែលអ្នកគ្រប់គ្រង,2026-01-31 03:17:57.511839+00,2026-01-31 03:17:57.511839+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
331,c2fe7ef2-305d-4985-8c70-951cc89d38fc,common.adminEmail,en,Admin Email,2026-01-31 03:17:57.520405+00,2026-01-31 03:17:57.520405+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
332,12f64764-4f82-4b28-ab56-f327db02a10a,common.selectOwnershipType,km,ជ្រើសរើសប្រភេទម្ចាស់កម្មសិទ្ធិ,2026-01-31 03:16:57.455658+00,2026-01-31 03:38:55.853349+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
333,e3150a3a-a391-46f2-a08a-5576824adc26,common.selectOwnershipType,vi,Chọn loại sở hữu,2026-01-31 03:16:57.45298+00,2026-01-31 03:38:55.857968+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
334,c820b0a2-3dfb-4803-97e4-abbf4a36b6d1,common.selectOwner,en,Select user as owner,2026-01-31 03:17:41.491421+00,2026-01-31 03:39:12.735523+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
